Estación,Date,Latitud,Longitud,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B8A,NDWI,NDMI,MSI,NMDI,GVMI,SRWI,Humedad_Suelo
Avondale-2-N,2019-08-19,39.8593,-75.7861,0.1248,0.0983,0.0963,0.0696,0.1061,0.2805,0.3654,0.3088,0.41,0.0414,0.001,0.2186,0.0903,-0.5245618,0.9935443,0.003238342,0.99621505,0.90228015,3.206646,0.244
Asheville-13-S,2022-05-16,35.4185,-82.5567,0.132,0.1031,0.101,0.078,0.1233,0.2532,0.309,0.3004,0.3429,0.0841,0.0038,0.2181,0.1048,-0.4967613,0.9750164,0.012649801,0.98544896,0.8877887,2.9742572,0.214
Avondale-2-N,2023-06-19,39.8593,-75.7861,0.1712,0.1471,0.1356,0.1251,0.1587,0.2598,0.3076,0.3041,0.3507,0.105,0.0292,0.2556,0.1493,-0.38321584,0.82478255,0.09602105,0.9008321,0.78292525,2.2426255,0.163
Avondale-2-N,2019-07-15,39.8593,-75.7861,0.1263,0.1047,0.106,0.0873,0.1455,0.2716,0.3453,0.3323,0.4027,0.1158,0.004,0.2947,0.1514,-0.516313,0.97621167,0.012037316,0.9873217,0.8948061,3.1349058,0.297
Asheville-13-S,2023-11-27,35.4185,-82.5567,0.1391,0.1091,0.103,0.104,0.1598,0.2269,0.2685,0.2698,0.2993,0.1859,0.0034,0.2789,0.172,-0.44742492,0.9751098,0.012601927,0.9876834,0.88097656,2.6194174,0.193
Avondale-2-N,2023-05-15,39.8593,-75.7861,0.1291,0.1047,0.1041,0.0721,0.1374,0.3008,0.3604,0.3601,0.3958,0.193,0.0047,0.2052,0.101,-0.5514865,0.97423244,0.01305193,0.98350877,0.89810234,3.459174,0.247
Asheville-13-S,2023-10-23,35.4185,-82.5567,0.13,0.1004,0.104,0.0844,0.1505,0.2781,0.3227,0.3446,0.371,0.1569,0.0027,0.267,0.1448,-0.53633523,0.9844515,0.007835171,0.9912094,0.9028461,3.3134613,0.151
Avondale-2-N,2023-04-10,39.8593,-75.7861,0.1176,0.0934,0.0899,0.0558,0.1155,0.3222,0.3958,0.3893,0.4345,0.2025,0.0022,0.1949,0.0935,-0.62479126,0.9887611,0.005651169,0.99249655,0.91319644,4.330367,0.314
Avondale-2-N,2019-05-06,39.8593,-75.7861,0.3649,0.3461,0.3245,0.3243,0.3193,0.4169,0.4725,0.4583,0.4891,0.1344,0.0033,0.3604,0.302,-0.17092489,0.98570186,0.0072005237,0.9919708,0.9198762,1.4123267,0.403
Asheville-13-S,2023-09-18,35.4185,-82.5567,0.1268,0.101,0.0927,0.0734,0.1115,0.2455,0.2928,0.2186,0.3237,0.0627,0.0011,0.1706,0.075,-0.404433,0.9899863,0.005032022,0.9943633,0.87577283,2.3581448,0.198
Asheville-13-S,2022-01-31,35.4185,-82.5567,0.1452,0.1138,0.1033,0.109,0.1383,0.1825,0.2095,0.202,0.2379,0.1187,0.0074,0.2077,0.13,-0.3232886,0.9293218,0.036633663,0.9645169,0.833637,1.9554696,0.254
Avondale-2-N,2024-10-21,39.8593,-75.7861,0.1284,0.0991,0.088,0.0809,0.1191,0.1915,0.2214,0.2166,0.2619,0.0805,0.0009,0.2478,0.1356,-0.42219305,0.99172413,0.0041551245,0.99613154,0.8761481,2.4613636,0.14
Avondale-2-N,2023-03-06,39.8593,-75.7861,0.1441,0.1184,0.1089,0.1,0.15,0.2762,0.3129,0.3031,0.3416,0.1532,0.0089,0.2454,0.1401,-0.47135916,0.9429488,0.029363247,0.9680661,0.8662037,2.7832873,0.383
Avondale-2-N,2019-04-01,39.8593,-75.7861,0.1241,0.1022,0.0946,0.0946,0.1373,0.2291,0.2622,0.2638,0.2912,0.2109,0.0092,0.2616,0.1673,-0.47209823,0.9326007,0.034874905,0.9655816,0.85139954,2.7885835,0.318
Asheville-13-S,2023-08-14,35.4185,-82.5567,0.422,0.3722,0.3562,0.3535,0.3643,0.4346,0.4855,0.4611,0.5142,0.2069,0.0172,0.3932,0.3523,-0.12834944,0.92807865,0.037302103,0.96052784,0.8756477,1.2944975,0.164
Avondale-2-N,2023-01-30,39.8593,-75.7861,0.5331,0.5171,0.4862,0.5127,0.5046,0.5084,0.5197,0.5427,0.5289,0.2561,0.0039,0.4412,0.3304,-0.054913,0.98573,0.007186291,0.9921037,0.92829293,1.1162072,0.382
Avondale-2-N,2019-02-25,39.8593,-75.7861,0.1352,0.1178,0.1072,0.1245,0.1614,0.2124,0.2417,0.2359,0.2667,0.1607,0.0046,0.2832,0.1869,-0.3751093,0.96174634,0.019499788,0.9824327,0.8635229,2.2005599,0.378
Asheville-13-S,2023-07-10,35.4185,-82.5567,0.3754,0.3525,0.3407,0.3525,0.3691,0.4605,0.5047,0.4924,0.5442,0.1949,0.0026,0.4595,0.3707,-0.18209098,0.9894949,0.00528026,0.9945521,0.9265041,1.4452597,0.133
Avondale-2-N,2024-08-12,39.8593,-75.7861,0.1194,0.0945,0.0992,0.0578,0.1137,0.3225,0.4063,0.369,0.4285,0.0949,0.0011,0.2286,0.098,-0.5762494,0.9940556,0.00298103,0.9963254,0.9138952,3.7197578,0.314
Avondale-2-N,2022-12-26,39.8593,-75.7861,0.1509,0.1186,0.0983,0.0889,0.144,0.2433,0.2829,0.2562,0.322,0.127,0.0024,0.2467,0.1533,-0.445416,0.98143846,0.009367682,0.9905006,0.88166934,2.606307,0.394
Avondale-2-N,2019-01-21,39.8593,-75.7861,0.1441,0.1121,0.0878,0.0946,0.1317,0.1752,0.1825,0.1696,0.2085,0.1674,0.0134,0.218,0.1565,-0.31779328,0.85355186,0.079009436,0.93316704,0.779538,1.9316627,0.338
Asheville-13-S,2023-06-05,35.4185,-82.5567,0.1543,0.1282,0.124,0.1002,0.1482,0.2779,0.3407,0.3374,0.3833,0.0937,0.0017,0.2792,0.1425,-0.46250543,0.98997337,0.00503853,0.9945011,0.9054672,2.7209678,0.204
Asheville-13-S,2021-10-18,35.4185,-82.5567,0.1199,0.0899,0.0927,0.0586,0.1211,0.3289,0.3945,0.395,0.4364,0.1776,0.0015,0.2142,0.0973,-0.61984825,0.9924337,0.0037974683,0.99508756,0.9167474,4.2610574,0.183
Avondale-2-N,2024-07-08,39.8593,-75.7861,0.1344,0.1039,0.0877,0.0642,0.0856,0.1656,0.1993,0.1988,0.2157,0.0378,0.0023,0.1289,0.0639,-0.38778356,0.9771259,0.011569417,0.9860606,0.8611024,2.2668185,0.2
Avondale-2-N,2022-11-21,39.8593,-75.7861,0.1358,0.1004,0.0845,0.0702,0.1052,0.1994,0.2343,0.2001,0.2565,0.1235,0.0021,0.1958,0.1154,-0.4061841,0.97922844,0.010494752,0.9894473,0.8628181,2.3680475,0.356
Asheville-13-S,2023-05-01,35.4185,-82.5567,0.164,0.132,0.1413,0.1269,0.1838,0.3357,0.3868,0.3954,0.4261,0.2169,0.0077,0.2697,0.1628,-0.47344884,0.9617961,0.019473951,0.9771107,0.8940929,2.7983015,0.351
Asheville-13-S,2021-09-13,35.4185,-82.5567,0.148,0.1202,0.1128,0.0788,0.1181,0.2825,0.3562,0.3479,0.3997,0.08,0.0046,0.2193,0.0951,-0.5103104,0.9739008,0.013222191,0.9839105,0.895873,3.08422,0.155
Avondale-2-N,2024-06-03,39.8593,-75.7861,0.1343,0.1092,0.1074,0.095,0.141,0.2557,0.3125,0.2931,0.3465,0.0603,0.0028,0.3081,0.1673,-0.4636704,0.98107475,0.009553053,0.9907285,0.89035827,2.7290502,0.173
Asheville-13-S,2023-03-27,35.4185,-82.5567,0.2016,0.1721,0.1649,0.1553,0.1866,0.2858,0.3271,0.325,0.365,0.1514,0.0347,0.268,0.1632,-0.32680136,0.8070614,0.106769234,0.8894377,0.7719408,1.9708914,0.33
Asheville-13-S,2021-08-09,35.4185,-82.5567,0.519,0.5435,0.496,0.486,0.4951,0.5332,0.5613,0.5797,0.576,0.2924,0.0305,0.4088,0.3082,-0.077809796,0.9000328,0.052613422,0.9401373,0.8616818,1.16875,0.144
Avondale-2-N,2024-04-29,39.8593,-75.7861,0.1253,0.099,0.1006,0.0735,0.1278,0.295,0.3624,0.343,0.4064,0.0749,0.0027,0.2052,0.0938,-0.5464382,0.98437953,0.00787172,0.99019784,0.9025123,3.4095428,0.198
Avondale-2-N,2022-09-12,39.8593,-75.7861,0.5562,0.5898,0.5315,0.5286,0.5329,0.5685,0.6154,0.5796,0.6317,0.1222,0.0015,0.4436,0.2988,-0.04329043,0.99483734,0.0025879918,0.9970723,0.93866783,1.0904986,0.373
Avondale-2-N,2018-10-08,39.8593,-75.7861,0.71,0.6503,0.6034,0.638,0.6082,0.6447,0.6942,0.5753,0.7223,0.0952,0.0019,0.4684,0.3425,0.023839835,0.9934164,0.003302625,0.9963658,0.9371773,0.95343053,0.313
Asheville-13-S,2021-07-05,35.4185,-82.5567,0.1627,0.1422,0.1346,0.1177,0.1589,0.2777,0.3335,0.3364,0.3776,0.0905,0.0027,0.3079,0.1665,-0.4284501,0.9840755,0.008026159,0.9916538,0.9011108,2.499257,0.155
Avondale-2-N,2024-03-25,39.8593,-75.7861,0.1229,0.0953,0.0915,0.0747,0.1289,0.2832,0.3286,0.3162,0.3624,0.1585,0.0021,0.224,0.1152,-0.5511405,0.98680496,0.006641366,0.9922553,0.8991558,3.4557376,0.38
Avondale-2-N,2018-09-03,39.8593,-75.7861,0.1279,0.0959,0.0911,0.0548,0.093,0.2714,0.3601,0.318,0.3956,0.0311,0.0008,0.2094,0.09,-0.55463207,0.9949811,0.0025157232,0.9969709,0.905196,3.4906695,0.346
Asheville-13-S,2023-01-16,35.4185,-82.5567,0.161,0.1343,0.1257,0.1499,0.1826,0.2315,0.2459,0.2563,0.2941,0.1477,0.0055,0.3236,0.207,-0.34188482,0.95798326,0.021459227,0.98120946,0.86642224,2.0389817,0.34
Asheville-13-S,2021-05-31,35.4185,-82.5567,0.1307,0.0999,0.1033,0.0836,0.1323,0.2765,0.3271,0.3495,0.3703,0.1623,0.0039,0.2416,0.1217,-0.5437279,0.97792876,0.011158798,0.9868907,0.8990283,3.3833497,0.159
Avondale-2-N,2024-02-19,39.8593,-75.7861,0.3833,0.3556,0.337,0.3544,0.3619,0.4262,0.446,0.4434,0.4398,0.2502,0.0027,0.1259,0.0813,-0.1363403,0.9878951,0.00608931,0.99055934,0.9198021,1.315727,0.394
Bedford-5-WNW,2021-04-12,38.8882,-86.5707,0.1243,0.0971,0.0987,0.0719,0.126,0.2948,0.3654,0.3592,0.4024,0.1324,0.0014,0.205,0.0973,-0.56890154,0.9922352,0.00389755,0.99504954,0.91094464,3.639311,0.444
Avondale-2-N,2021-09-27,39.8593,-75.7861,0.1169,0.0909,0.0857,0.0592,0.105,0.2545,0.3131,0.2882,0.3491,0.0727,0.001,0.2106,0.0952,-0.5415886,0.99308443,0.003469813,0.9959984,0.8973607,3.3628938,0.321
Asheville-8-SSW,2019-03-18,35.4945,-82.6142,0.1166,0.0943,0.0906,0.0731,0.1112,0.234,0.3062,0.3541,0.3495,0.1266,0.0023,0.1997,0.1083,-0.59253424,0.9870932,0.0064953407,0.991728,0.9063812,3.9083884,0.342
Bedford-5-WNW,2022-10-24,38.8882,-86.5707,0.1769,0.1518,0.1351,0.1293,0.1508,0.2177,0.2578,0.2614,0.2973,0.0843,0.0228,0.209,0.1167,-0.3185372,0.8395496,0.08722264,0.9075426,0.7882236,1.9348631,0.208
Aberdeen-35-WNW,2018-09-03,45.7115,-99.1296,0.6347,0.5871,0.5466,0.5617,0.5381,0.56,0.6084,0.5554,0.6334,0.1572,0.0043,0.4297,0.3015,-0.007985508,0.98463464,0.007742168,0.99130785,0.9284979,1.0160996,0.185
Avondale-2-N,2021-08-23,39.8593,-75.7861,0.125,0.0975,0.0995,0.0661,0.1104,0.2746,0.3415,0.3009,0.3843,0.0385,0.0011,0.2262,0.1002,-0.50299704,0.9927152,0.0036556993,0.9958349,0.9000001,3.0241208,0.269
Bedford-5-WNW,2022-09-19,38.8882,-86.5707,0.1198,0.0934,0.0944,0.0515,0.1033,0.3397,0.4401,0.3947,0.4829,0.0682,0.001,0.1925,0.0747,-0.6139849,0.9949457,0.00253357,0.99659985,0.9185573,4.1811438,0.276
Aberdeen-35-WNW,2018-07-30,45.7115,-99.1296,0.1192,0.0982,0.0903,0.0845,0.1113,0.1757,0.2034,0.2072,0.2389,0.0708,0.0021,0.284,0.1644,-0.39294118,0.9799331,0.010135135,0.99148595,0.8657759,2.2945738,0.085
Avondale-2-N,2021-07-19,39.8593,-75.7861,0.1724,0.1312,0.1253,0.094,0.1305,0.2886,0.3699,0.3527,0.417,0.0931,0.0134,0.2401,0.1172,-0.4757322,0.926796,0.037992626,0.9557902,0.8625797,2.8148441,0.267
Bedford-5-WNW,2020-12-28,38.8882,-86.5707,0.5065,0.4266,0.3659,0.3745,0.3832,0.3923,0.3989,0.3779,0.4017,0.1927,0.0027,0.3241,0.2446,-0.01613336,0.9858119,0.0071447473,0.99233717,0.90930885,1.0327958,0.409
Bedford-5-WNW,2024-04-01,38.8882,-86.5707,0.1795,0.143,0.1348,0.099,0.1565,0.3802,0.4626,0.4411,0.5135,0.0797,0.0013,0.2756,0.1202,-0.53186315,0.9941229,0.0029471775,0.99637884,0.92425317,3.2722552,0.262
Bedford-5-WNW,2020-11-23,38.8882,-86.5707,0.1403,0.1054,0.094,0.0669,0.115,0.2796,0.3445,0.3265,0.3843,0.1587,0.0017,0.1551,0.0682,-0.55291325,0.98964036,0.005206738,0.99296504,0.90316826,3.4734044,0.414
Bedford-5-WNW,2024-02-26,38.8882,-86.5707,0.1534,0.1217,0.1175,0.122,0.1688,0.2403,0.2728,0.2753,0.312,0.1161,0.0017,0.3064,0.1856,-0.40173113,0.98772556,0.0061750817,0.99417204,0.89068013,2.3429787,0.368
Avondale-2-N,2021-05-10,39.8593,-75.7861,0.3315,0.2875,0.2719,0.2699,0.3234,0.4392,0.4907,0.471,0.5142,0.1971,0.003,0.4097,0.3166,-0.26800376,0.9873418,0.006369427,0.9932103,0.9225589,1.7322545,0.3
Bedford-5-WNW,2022-06-06,38.8882,-86.5707,0.184,0.1565,0.1525,0.1134,0.166,0.3851,0.5142,0.4844,0.5793,0.1042,0.031,0.2078,0.1052,-0.5211179,0.87970513,0.063996695,0.91426986,0.8394712,3.1763935,0.349
Avondale-2-N,2021-04-05,39.8593,-75.7861,0.1295,0.1015,0.0975,0.0771,0.1338,0.2922,0.3472,0.3342,0.3806,0.1563,0.002,0.2269,0.118,-0.54829746,0.9881023,0.005984441,0.99289644,0.903551,3.4276924,0.353
Bedford-5-WNW,2020-09-14,38.8882,-86.5707,0.1473,0.1171,0.107,0.0788,0.1159,0.2628,0.3355,0.3238,0.3837,0.098,0.0043,0.2245,0.1089,-0.50324976,0.9737885,0.013279803,0.9844372,0.891542,3.026168,0.249
Bedford-5-WNW,2022-05-02,38.8882,-86.5707,0.1557,0.137,0.1295,0.0971,0.1421,0.3236,0.41,0.3942,0.4412,0.1547,0.0278,0.1809,0.098,-0.505442,0.8682465,0.07052258,0.9077791,0.8236162,3.0440154,0.312
Bedford-5-WNW,2020-08-10,38.8882,-86.5707,0.1729,0.137,0.1167,0.0863,0.1108,0.2196,0.2741,0.2661,0.3052,0.0336,0.0049,0.1579,0.0722,-0.39028212,0.96383756,0.01841413,0.9771508,0.8726343,2.2802055,0.293
Bedford-5-WNW,2023-11-13,38.8882,-86.5707,0.1348,0.1048,0.0979,0.0719,0.1254,0.3083,0.3772,0.3566,0.4303,0.206,0.0019,0.2076,0.0972,-0.5691969,0.9894003,0.005328099,0.9932873,0.90846395,3.642492,0.274
Bedford-5-WNW,2022-03-28,38.8882,-86.5707,0.1381,0.117,0.1136,0.1088,0.1559,0.261,0.301,0.3197,0.337,0.1806,0.0044,0.2802,0.1691,-0.47565195,0.9728478,0.0137629025,0.98543763,0.89011484,2.8142605,0.395
Bedford-5-WNW,2020-07-06,38.8882,-86.5707,0.1182,0.0925,0.092,0.0611,0.1064,0.2673,0.3618,0.3382,0.4113,0.0522,0.001,0.2035,0.0872,-0.5722919,0.99410385,0.0029568304,0.99631476,0.9085366,3.676087,0.255
Bedford-5-WNW,2023-10-09,38.8882,-86.5707,0.1211,0.0942,0.0901,0.0572,0.106,0.3296,0.4189,0.3787,0.4595,0.1525,0.0014,0.1859,0.0781,-0.61561435,0.9926335,0.0036968577,0.99505305,0.91441715,4.203108,0.303
Avondale-2-N,2022-08-08,39.8593,-75.7861,0.5944,0.6078,0.6212,0.6983,0.6762,0.6988,0.7137,0.6406,0.7214,0.2125,0.0018,0.4868,0.3134,-0.015374861,0.99439603,0.0028098656,0.9968119,0.9428122,1.0312299,0.231
Avondale-2-N,2020-12-21,39.8593,-75.7861,0.5884,0.5707,0.5193,0.5573,0.5499,0.5601,0.5698,0.5389,0.5705,0.1884,0.0023,0.4437,0.386,-0.01852205,0.99150026,0.0042679533,0.9953295,0.93254685,1.0377432,0.377
Bedford-5-WNW,2020-06-01,38.8882,-86.5707,0.123,0.0947,0.0959,0.0574,0.1168,0.3324,0.4268,0.4186,0.4642,0.1351,0.0078,0.1784,0.0811,-0.62721086,0.96341455,0.01863354,0.9742064,0.898243,4.3649635,0.363
Bedford-5-WNW,2023-09-04,38.8882,-86.5707,0.2922,0.2537,0.2392,0.2344,0.2695,0.3861,0.4522,0.4209,0.4911,0.1811,0.0143,0.341,0.2832,-0.2752613,0.93428314,0.033974815,0.96315384,0.876441,1.7596153,0.247
Bedford-5-WNW,2022-01-17,38.8882,-86.5707,0.7156,0.706,0.6221,0.6731,0.6805,0.6827,0.6945,0.6934,0.6963,0.3612,0.0137,0.4024,0.2564,-0.054199945,0.9612501,0.019757714,0.9753042,0.9185105,1.1146119,0.418
Avondale-2-N,2022-07-04,39.8593,-75.7861,0.1166,0.0933,0.0986,0.0679,0.1272,0.2815,0.3503,0.3432,0.396,0.1076,0.001,0.2508,0.1196,-0.5536442,0.9941895,0.002913753,0.9966386,0.90952176,3.4807303,0.29
Avondale-2-N,2020-11-16,39.8593,-75.7861,0.1362,0.1055,0.0955,0.0754,0.1255,0.2377,0.2733,0.2521,0.3074,0.116,0.0022,0.2217,0.1226,-0.45051786,0.98269755,0.0087266965,0.99075633,0.88137865,2.6397905,0.366
Bedford-5-WNW,2020-04-27,38.8882,-86.5707,0.1216,0.1011,0.105,0.0785,0.1399,0.3067,0.3643,0.3642,0.3978,0.179,0.0017,0.2329,0.1177,-0.5524297,0.99070776,0.004667765,0.99432194,0.91068125,3.4685714,0.413
Bedford-5-WNW,2023-07-31,38.8882,-86.5707,0.1338,0.1032,0.1085,0.0674,0.1233,0.3777,0.4986,0.4581,0.5329,0.0987,0.0012,0.2338,0.0954,-0.61701375,0.9947747,0.0026195156,0.9965373,0.92680824,4.22212,0.326
Avondale-2-N,2022-05-30,39.8593,-75.7861,0.1237,0.0989,0.1034,0.0716,0.1303,0.305,0.379,0.3649,0.4234,0.0739,0.0039,0.2498,0.1212,-0.5584028,0.97885036,0.01068786,0.9873908,0.90220946,3.5290134,0.312
Avondale-2-N,2020-10-12,39.8593,-75.7861,0.6343,0.6358,0.5718,0.5767,0.5317,0.5642,0.6222,0.572,0.645,0.1243,0.0028,0.3747,0.2503,-0.00017488476,0.9902575,0.0048951046,0.9941022,0.9343697,1.0003499,0.298
Bedford-5-WNW,2020-03-23,38.8882,-86.5707,0.2508,0.2047,0.198,0.2017,0.2444,0.3395,0.377,0.3729,0.4126,0.1624,0.002,0.3752,0.2365,-0.3063584,0.9893305,0.0053633684,0.99466735,0.91109324,1.8833334,0.386
Bedford-5-WNW,2023-06-26,38.8882,-86.5707,0.1981,0.1653,0.1623,0.1526,0.1971,0.3442,0.4158,0.3517,0.456,0.085,0.0015,0.2704,0.1689,-0.3684825,0.99150616,0.0042649987,0.9951892,0.9091294,2.1669748,0.298
Bedford-5-WNW,2021-11-08,38.8882,-86.5707,0.1283,0.0983,0.0943,0.0629,0.1123,0.2905,0.3658,0.3645,0.4065,0.1524,0.0013,0.1997,0.0929,-0.5889276,0.99289227,0.0035665296,0.99540216,0.91230965,3.8653233,0.386
Avondale-2-N,2022-04-25,39.8593,-75.7861,0.5698,0.5626,0.5306,0.555,0.5433,0.5867,0.6361,0.6005,0.6534,0.1594,0.0274,0.4648,0.3081,-0.061798234,0.9127249,0.045628645,0.94984895,0.8732451,1.1317376,0.312
Avondale-2-N,2020-09-07,39.8593,-75.7861,0.1411,0.1167,0.1118,0.0881,0.1216,0.2814,0.3574,0.335,0.4118,0.0965,0.0163,0.2192,0.1077,-0.4995524,0.9072019,0.048656717,0.9428571,0.845958,2.9964223,0.294
Bedford-5-WNW,2020-02-17,38.8882,-86.5707,0.6702,0.6583,0.6174,0.6503,0.6534,0.6669,0.6835,0.6721,0.6986,0.3091,0.0085,0.2766,0.2522,-0.042419557,0.9750221,0.012646928,0.9822398,0.9288033,1.0885974,0.366
Bedford-5-WNW,2023-05-22,38.8882,-86.5707,0.1283,0.103,0.106,0.0681,0.1293,0.3401,0.4235,0.4233,0.4708,0.1644,0.0093,0.1874,0.0857,-0.59947103,0.9570042,0.021970235,0.97,0.8939559,3.9933963,0.33
Bedford-5-WNW,2021-10-04,38.8882,-86.5707,0.3339,0.2488,0.2216,0.2012,0.2229,0.2963,0.3404,0.3031,0.3596,0.0646,0.0016,0.2508,0.1771,-0.15532684,0.9894979,0.0052787857,0.99423933,0.8982811,1.3677797,0.406
Avondale-2-N,2022-03-21,39.8593,-75.7861,0.1277,0.1009,0.0967,0.0833,0.1327,0.2735,0.318,0.3034,0.3491,0.1359,0.0017,0.2362,0.1268,-0.5166209,0.988856,0.005603164,0.99371886,0.8979064,3.137539,0.338
Avondale-2-N,2020-08-03,39.8593,-75.7861,0.1184,0.0922,0.0907,0.0595,0.0955,0.2611,0.3386,0.3061,0.383,0.0445,0.0009,0.2237,0.1003,-0.54284275,0.9941368,0.0029402154,0.99660826,0.90210766,3.3748622,0.15
Bedford-5-WNW,2023-04-17,38.8882,-86.5707,0.2176,0.1238,0.1092,0.0816,0.1374,0.2975,0.3695,0.3816,0.3954,0.2075,0.01,0.1887,0.1562,-0.5550122,0.9489275,0.02620545,0.9655351,0.88272095,3.4945054,0.276
Avondale-2-N,2022-02-14,39.8593,-75.7861,0.5289,0.4659,0.421,0.4595,0.5451,0.565,0.5724,0.4938,0.5805,0.3797,0.011,0.0903,0.0807,-0.07958024,0.95641834,0.022276225,0.9630314,0.9007682,1.1729217,0.325
Avondale-2-N,2020-06-29,39.8593,-75.7861,0.1251,0.098,0.0992,0.0737,0.1203,0.3102,0.3949,0.3515,0.4323,0.08,0.0012,0.2605,0.124,-0.55979586,0.9931954,0.0034139403,0.9960861,0.9103025,3.5433466,0.165
Asheville-13-S,2024-11-11,35.4185,-82.5567,0.2942,0.2605,0.2217,0.2142,0.2168,0.2395,0.256,0.2523,0.2689,0.0905,0.0019,0.2292,0.1741,-0.06455696,0.9850512,0.0075307176,0.99213904,0.8829503,1.1380243,0.163
Bedford-5-WNW,2021-07-26,38.8882,-86.5707,0.127,0.0993,0.1009,0.0609,0.1182,0.3666,0.4761,0.4476,0.5158,0.0968,0.0012,0.2291,0.0939,-0.6320875,0.99465245,0.0026809652,0.99645966,0.9254571,4.436075,0.321
Avondale-2-N,2022-01-10,39.8593,-75.7861,0.1663,0.1128,0.096,0.0943,0.1539,0.2506,0.2855,0.2587,0.3319,0.1675,0.0031,0.2054,0.1211,-0.4586975,0.97631776,0.011982991,0.9867295,0.8789943,2.6947918,0.41
Asheville-13-S,2024-10-07,35.4185,-82.5567,0.1304,0.1038,0.0977,0.0846,0.1224,0.2534,0.311,0.2932,0.3466,0.087,0.001,0.231,0.115,-0.5001279,0.993202,0.0034106416,0.99619186,0.89859974,3.0010233,0.225
Bedford-5-WNW,2023-02-06,38.8882,-86.5707,0.1511,0.122,0.107,0.1099,0.1485,0.2121,0.2378,0.2348,0.2711,0.1403,0.0031,0.2437,0.1503,-0.37390283,0.9739387,0.013202726,0.9871263,0.87091374,2.1943924,0.336
Asheville-13-S,2024-09-02,35.4185,-82.5567,0.1271,0.1027,0.1047,0.0833,0.1298,0.2748,0.3298,0.3095,0.3786,0.0662,0.0011,0.2396,0.113,-0.49444714,0.9929169,0.0035541195,0.9960014,0.90199727,2.956065,0.247
Bedford-5-WNW,2019-09-30,38.8882,-86.5707,0.1423,0.1133,0.1051,0.0962,0.128,0.2145,0.2733,0.2539,0.3303,0.0386,0.0029,0.2786,0.14,-0.41448465,0.9774143,0.01142182,0.989167,0.87845004,2.4157944,0.136
Avondale-2-N,2021-11-01,39.8593,-75.7861,0.122,0.0953,0.0876,0.067,0.1171,0.2385,0.2655,0.2532,0.3039,0.1297,0.0012,0.2113,0.112,-0.4859155,0.99056613,0.0047393367,0.99484646,0.8867521,2.890411,0.358
Avondale-2-N,2020-03-16,39.8593,-75.7861,0.1328,0.1048,0.0934,0.0785,0.1311,0.2293,0.2717,0.2828,0.2901,0.1473,0.0074,0.239,0.1383,-0.5034556,0.94900066,0.026166903,0.9720333,0.8664067,3.027837,0.364
Aberdeen-35-WNW,2023-10-02,45.7115,-99.1296,0.1307,0.1057,0.0949,0.0852,0.1124,0.1855,0.2198,0.2063,0.2507,0.0424,0.0014,0.2844,0.1534,-0.36985394,0.9865191,0.0067862333,0.99431014,0.8693927,2.1738675,0.198
Baker-5-W,2022-01-10,39.0118,-114.209,0.1869,0.1619,0.1437,0.1576,0.1704,0.2026,0.2166,0.2101,0.2258,0.172,0.0176,0.1993,0.1548,-0.18767662,0.84541065,0.083769634,0.9175644,0.78372157,1.4620737,0.088
Baker-5-W,2020-05-25,39.0118,-114.209,0.1571,0.169,0.1685,0.184,0.2101,0.2477,0.263,0.2468,0.2813,0.1294,0.0019,0.2879,0.2178,-0.1885384,0.9847205,0.0076985415,0.99291843,0.88120425,1.4646884,0.015
Aberdeen-35-WNW,2023-08-28,45.7115,-99.1296,0.1536,0.1266,0.1118,0.0928,0.1211,0.199,0.2367,0.2315,0.2653,0.0754,0.0019,0.2786,0.1564,-0.34867465,0.98371893,0.0082073435,0.99257827,0.87606114,2.0706618,0.162
Asheville-8-SSW,2022-06-20,35.4945,-82.6142,0.1106,0.0858,0.0871,0.0546,0.1024,0.2627,0.3301,0.3752,0.3749,0.0924,0.001,0.2032,0.0969,-0.62318844,0.99468374,0.0026652452,0.9965481,0.9153567,4.3076925,0.235
Baker-5-W,2020-04-20,39.0118,-114.209,0.1582,0.1688,0.1588,0.1634,0.1657,0.196,0.2094,0.2221,0.2209,0.1,0.0022,0.2059,0.1383,-0.16618533,0.98038346,0.009905448,0.9897723,0.8710428,1.3986146,0.075
Aberdeen-35-WNW,2020-04-20,45.7115,-99.1296,0.1438,0.1311,0.1285,0.1547,0.1833,0.2234,0.2537,0.2648,0.2886,0.1397,0.0023,0.3713,0.232,-0.34655482,0.982778,0.0086858,0.9927945,0.8847843,2.0607004,0.294
Aberdeen-35-WNW,2023-07-24,45.7115,-99.1296,0.133,0.1088,0.1039,0.0862,0.1224,0.2258,0.2714,0.2598,0.3024,0.0782,0.0116,0.2454,0.125,-0.42865,0.91451734,0.04464973,0.95510834,0.83852834,2.5004811,0.133
Asheville-8-SSW,2022-05-16,35.4945,-82.6142,0.1211,0.0922,0.0942,0.0568,0.1113,0.2765,0.3499,0.3846,0.3958,0.0793,0.0017,0.1861,0.0798,-0.60651636,0.9911985,0.0044201766,0.99406004,0.91428006,4.082803,0.246
Baker-5-W,2020-03-16,39.0118,-114.209,0.1838,0.1903,0.1843,0.1997,0.2166,0.2487,0.268,0.2613,0.2804,0.1512,0.0217,0.2718,0.208,-0.1728007,0.84664315,0.08304631,0.92177355,0.7930521,1.417797,0.058
